q000	0	cisa:ICSA-18-317-05	0
q000	0	cisa:ICSA-18-317-08	0
q000	0	cisa:ICSA-18-354-02	0
q000	0	cisa:ICSA-19-031-01	0
q000	0	cisa:ICSA-19-099-04	0
q000	0	cisa:ICSA-19-351-02	0
q000	0	cisa:ICSA-20-182-02	0
q000	0	cisa:ICSA-20-343-03	0
q000	0	cisa:ICSA-21-147-04	0
q000	0	cisa:ICSA-21-194-12	0
q000	0	cisa:ICSA-22-046-01	0
q000	0	cisa:ICSA-22-090-01	0
q000	0	cisa:ICSA-22-090-02	0
q000	0	cisa:ICSA-22-104-11	0
q000	0	cisa:ICSA-22-333-05	0
q000	0	cisa:ICSA-23-033-02	0
q000	0	cisa:ICSA-23-082-04	0
q000	0	cisa:ICSA-23-103-08	0
q000	0	cisa:ICSA-23-229-03	0
q000	0	cisa:ICSA-23-290-01	0
q000	0	cisa:ICSA-23-348-10	0
q000	0	cisa:ICSA-24-074-07	0
q000	0	cisa:ICSA-24-130-02	0
q000	0	cisa:ICSA-25-226-03	0
q000	0	cisa:ICSA-25-317-11	0
q000	0	cisa:ICSA-25-317-12	0
q000	0	cisa:ICSA-26-057-07	0
q000	0	cisa:ICSA-26-071-05	2
q000	0	cisa:ICSA-26-120-01	0
q000	0	cisa:ICSA-26-120-03	0
q000	0	cisa:ICSA-26-120-04	0
q000	0	cisa:ICSA-26-120-06	0
q000	0	cisa:ICSA-26-132-03	0
q000	0	cisa:ICSA-26-132-04	0
q000	0	cisa:ICSA-26-132-05	0
q000	0	cisa:ICSA-26-134-07	0
q000	0	cisa:ICSA-26-139-01	0
q000	0	cisa:ICSA-26-141-02	0
q000	0	cisa:ICSA-26-169-07	0
q000	0	cisa:ICSA-26-195-01	0
q000	0	cisa:ICSA-26-195-02	0
q000	0	cisa:ICSA-26-195-03	0
q001	0	cisa:ICSA-19-337-01	0
q001	0	cisa:ICSA-21-105-01	0
q001	0	cisa:ICSA-21-194-01	0
q001	0	cisa:ICSA-22-235-06	0
q001	0	cisa:ICSA-22-256-02	0
q001	0	cisa:ICSA-23-068-04	0
q001	0	cisa:ICSA-23-243-01	0
q001	0	cisa:ICSA-24-074-07	0
q001	0	cisa:ICSA-24-205-03	0
q001	0	cisa:ICSA-24-256-20	0
q001	0	cisa:ICSA-24-345-04	0
q001	0	cisa:ICSA-25-114-05	0
q001	0	cisa:ICSA-25-119-01	0
q001	0	cisa:ICSA-25-296-01	0
q001	0	cisa:ICSA-25-296-03	0
q001	0	cisa:ICSA-25-317-08	0
q001	0	cisa:ICSA-25-336-01	0
q001	0	cisa:ICSA-25-352-03	0
q001	0	cisa:ICSA-26-120-04	0
q001	0	cisa:ICSA-26-125-04	0
q001	0	cisa:ICSA-26-132-04	0
q001	0	cisa:ICSA-26-141-02	0
q001	0	cisa:ICSA-26-155-02	0
q001	0	cisa:ICSA-26-155-04	0
q001	0	cisa:ICSA-26-174-05	0
q001	0	cisa:ICSA-26-188-02	0
q001	0	cisa:ICSA-26-188-03	0
q001	0	nist-800-82r3:199	0
q001	0	nist-800-82r3:203	2
q001	0	nist-800-82r3:204	0
q001	0	nist-800-82r3:205	0
q001	0	nist-800-82r3:223	0
q001	0	nist-800-82r3:5.1.3	0
q001	0	nist-800-82r3:5.2	0
q002	0	cisa:ICSA-18-352-04	0
q002	0	mitre-ics:C0063	0
q002	0	mitre-ics:G0032	0
q002	0	mitre-ics:G0046	1
q002	0	mitre-ics:G0049	0
q002	0	mitre-ics:G0088	1
q002	0	mitre-ics:G0102	1
q002	0	mitre-ics:G0115	1
q002	0	mitre-ics:G1000	0
q002	0	mitre-ics:G1027	1
q002	0	mitre-ics:M0804	1
q002	0	mitre-ics:M0816	0
q002	0	mitre-ics:M0913	1
q002	0	mitre-ics:M0949	1
q002	0	mitre-ics:S0496	1
q002	0	mitre-ics:S1157	0
q002	0	mitre-ics:T0801	1
q002	0	mitre-ics:T0819	1
q002	0	mitre-ics:T0864	1
q002	0	mitre-ics:T0866	1
q002	0	mitre-ics:T0878	1
q002	0	mitre-ics:T0883	1
q002	0	mitre-ics:T0893	1
q002	0	mitre-ics:T1691	1
q002	0	nist-800-82r3:0	1
q002	0	nist-800-82r3:1	1
q002	0	nist-800-82r3:1.1	1
q002	0	nist-800-82r3:182	1
q002	0	nist-800-82r3:204	0
q002	0	nist-800-82r3:207	1
q002	0	nist-800-82r3:223	0
q002	0	nist-800-82r3:6.3.2.2	1
q003	0	cisa:ICSA-21-033-01	0
q003	0	cisa:ICSA-21-047-02	0
q003	0	cisa:ICSA-21-189-01	0
q003	0	cisa:ICSA-22-139-01	0
q003	0	cisa:ICSA-22-172-02	0
q003	0	cisa:ICSA-22-256-02	0
q003	0	cisa:ICSA-22-263-04	1
q003	0	cisa:ICSA-23-068-05	0
q003	0	cisa:ICSA-23-089-01	0
q003	0	cisa:ICSA-23-236-06	2
q003	0	cisa:ICSA-24-018-01	0
q003	0	cisa:ICSA-24-116-02	0
q003	0	cisa:ICSA-24-130-01	0
q003	0	cisa:ICSA-25-035-06	0
q003	0	cisa:ICSA-25-065-02	0
q003	0	cisa:ICSA-25-133-02	0
q003	0	cisa:ICSA-25-160-02	0
q003	0	cisa:ICSA-25-182-06	0
q003	0	cisa:ICSA-25-287-01	1
q003	0	cisa:ICSA-25-352-07	0
q003	0	cisa:ICSA-26-036-05	0
q003	0	cisa:ICSA-26-120-01	0
q003	0	cisa:ICSA-26-132-05	0
q003	0	cisa:ICSA-26-141-01	0
q003	0	cisa:ICSA-26-167-04	0
q003	0	cisa:ICSA-26-174-06	0
q003	0	cisa:ICSA-26-176-06	0
q003	0	cisa:ICSA-26-188-03	0
q003	0	cisa:ICSA-26-202-08	2
q003	0	cisa:ICSA-26-202-09	2
q003	0	nist-800-82r3:0	0
q003	0	nist-800-82r3:4.3.7	1
q003	0	nist-800-82r3:5	2
q003	0	nist-800-82r3:5.1	1
q003	0	nist-800-82r3:5.1.2	2
q003	0	nist-800-82r3:5.1.3	0
q003	0	nist-800-82r3:5.2.5.1	1
q003	0	nist-800-82r3:5.2.5.2	1
q003	0	nist-800-82r3:5.3.7.2	1
q004	0	cisa:ICSA-17-101-01	0
q004	0	cisa:ICSA-17-136-02	0
q004	0	cisa:ICSA-17-187-04	0
q004	0	cisa:ICSA-19-283-01	0
q004	0	cisa:ICSA-20-014-01	0
q004	0	cisa:ICSA-20-170-05	0
q004	0	cisa:ICSA-21-054-01	0
q004	0	cisa:ICSA-21-161-01	0
q004	0	cisa:ICSA-22-167-14	0
q004	0	cisa:ICSA-22-228-06	0
q004	0	cisa:ICSA-22-256-02	0
q004	0	cisa:ICSA-23-047-09	0
q004	0	cisa:ICSA-23-164-02	0
q004	0	cisa:ICSA-24-135-01	0
q004	0	cisa:ICSA-24-137-14	0
q004	0	cisa:ICSA-24-193-06	0
q004	0	cisa:ICSA-24-226-06	0
q004	0	cisa:ICSA-25-044-02	0
q004	0	cisa:ICSA-25-044-04	0
q004	0	cisa:ICSA-25-051-04	0
q004	0	cisa:ICSA-25-105-02	0
q004	0	cisa:ICSA-25-135-04	0
q004	0	cisa:ICSA-25-135-06	0
q004	0	cisa:ICSA-25-135-10	0
q004	0	cisa:ICSA-25-135-13	0
q004	0	cisa:ICSA-25-191-05	0
q004	0	cisa:ICSA-25-226-02	0
q004	0	cisa:ICSA-25-226-04	0
q004	0	cisa:ICSA-25-226-19	0
q004	0	cisa:ICSA-25-226-21	0
q004	0	cisa:ICSA-25-266-03	0
q004	0	cisa:ICSA-26-055-02	0
q004	0	cisa:ICSA-26-125-05	0
q004	0	cisa:ICSA-26-174-04	0
q004	0	cisa:ICSA-26-188-05	0
q004	0	mitre-ics:G0035	0
q004	0	nist-800-82r3:145	0
q004	0	nist-800-82r3:159	0
q004	0	nist-800-82r3:193	0
q004	0	nist-800-82r3:2.2	0
q004	0	nist-800-82r3:223	2
q004	0	nist-800-82r3:226	0
q005	0	cisa:ICSA-18-352-04	1
q005	0	cisa:ICSA-19-106-01	0
q005	0	cisa:ICSA-21-056-03	1
q005	0	cisa:ICSA-22-172-05	1
q005	0	cisa:ICSA-22-256-02	0
q005	0	cisa:ICSA-22-286-02	1
q005	0	cisa:ICSA-22-354-02	1
q005	0	cisa:ICSA-23-068-05	1
q005	0	cisa:ICSA-25-016-02	0
q005	0	cisa:ICSA-25-030-01	1
q005	0	cisa:ICSA-25-063-04	1
q005	0	cisa:ICSA-25-065-02	1
q005	0	cisa:ICSA-25-182-02	1
q005	0	cisa:ICSA-25-182-06	1
q005	0	cisa:ICSA-25-196-01	1
q005	0	cisa:ICSA-25-261-04	1
q005	0	cisa:ICSA-25-261-05	1
q005	0	cisa:ICSA-25-289-11	1
q005	0	cisa:ICSA-25-336-01	1
q005	0	cisa:ICSA-26-015-02	1
q005	0	cisa:ICSA-26-111-11	0
q005	0	cisa:ICSA-26-141-01	1
q005	0	cisa:ICSA-26-148-03	1
q005	0	cisa:ICSA-26-188-02	1
q005	0	cisa:ICSA-26-188-03	1
q005	0	mitre-ics:M0931	1
q005	0	mitre-ics:M0950	1
q005	0	mitre-ics:T0820	1
q005	0	mitre-ics:T1691.002	1
q005	0	mitre-ics:T1692.002	1
q005	0	nist-800-82r3:0	1
q005	0	nist-800-82r3:2.3.2	0
q005	0	nist-800-82r3:2.3.3	0
q005	0	nist-800-82r3:273	0
q005	0	nist-800-82r3:3.3.2	0
q005	0	nist-800-82r3:4.3.7	0
